name,id,brewer,alcohol_by_volume,style,category,country
Hite,4820,Hite Brewery,4.5,American-Style Lager,North American Lager,"Korea, Republic of"
Cass Fresh,3700,Jinro Coors Brewing,0.0,American-Style Lager,North American Lager,"Korea, Republic of"
OB Lager,4821,Oriental Brewery,4.4000000954,American-Style Lager,North American Lager,"Korea, Republic of"
