name,id,brewer,alcohol_by_volume,style,category,country
Urthel Vlaemse Bock,370,De Leyerth Brouwerijen,7.5,Traditional German-Style Bock,German Lager,Belgium
Buffalo Belgian Stout,388,Brouwerij Van Den Bossche,9.0,NA,NA,Belgium
Oude Geuze,4009,3 Fonteinen Brouwerij Ambachtelijke Geuzestekerij,6.0,Belgian-Style Fruit Lambic,Belgian and French Ale,Belgium
Chimay Grand Reserve(Chimay Blue),4248,Chimay (Abbaye Notre Dame de Scourmont),9.0,NA,NA,Belgium
Piraat 10.5%,4404,Brouwerij Van Steenberge,10.5,Golden or Blonde Ale,North American Ale,Belgium
Petite Orval,4701,Brasserie d'Orval,3.5,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Achel Blond 5Â°,4703,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,5.0,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Brugse Zot Double,4714,De Halve Maan,7.0,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Ertvelds Wit,1583,Brouwerij Van Steenberge,5.0,NA,NA,Belgium
Ultrablonde,16,Brasserie d'Ecaussinnes,8.0,NA,NA,Belgium
La Moneuse,52,Brasserie de Blaugies,8.0,NA,NA,Belgium
Stouterik / The Brussels Stout,212,Brasserie de la Senne,0.0,NA,NA,Belgium
Petrus Dubbel Bruin Ale,78,Brouwerij Bavik - De Brabandere,6.5,Belgian-Style Dubbel,Belgian and French Ale,Belgium
Strange Ghost,163,Brasserie Fantme,8.0,NA,NA,Belgium
Pannepot,170,De Struise Brouwers,10.0,NA,NA,Belgium
Blanche Double,224,Brasserie De L'Abbaye Des Rocs,6.0,NA,NA,Belgium
Dulle Teve / Mad Bitch,354,Brouwerij De Dolle Brouwers,10.0,NA,NA,Belgium
La Chouffe Golden Ale,363,Brasserie D'Achouffe,8.0,Belgian-Style Pale Strong Ale,Belgian and French Ale,Belgium
Prior 8,475,Brouwerij St. Bernardus,8.0,Belgian-Style Dubbel,Belgian and French Ale,Belgium
Duinen Dubbel,594,Brouwerij Huyghe,8.0,NA,NA,Belgium
Bruocsella 1900 Grand Cru,841,Brasserie-Brouwerij Cantillon,0.0,Belgian-Style Fruit Lambic,Belgian and French Ale,Belgium
Avec Les Bons Voeux,882,Brasserie Dupont,9.5,NA,NA,Belgium
Oude Kriek,1347,Hanssens Artisanal,0.0,Belgian-Style Fruit Lambic,Belgian and French Ale,Belgium
Malheur MM,1352,Brouwerij De Landtsheer,10.0,NA,NA,Belgium
Limburgse Witte,1942,Brouwerij Sint-Jozef,0.0,NA,NA,Belgium
Hercule Stout,2349,Brasserie Ellezelloise,9.0,American-Style Stout,North American Ale,Belgium
Straffe Hendrik Brugse,2402,De Halve Maan,0.0,NA,NA,Belgium
Steenbrugge Tripel Blond,2714,Brouwerij Van Steenberge,0.0,NA,NA,Belgium
Sara Buckwheat Ale,2721,Brasserie De Silenrieux,6.0,NA,NA,Belgium
Bornem Triple,2745,Brouwerij Van Steenberge,9.0,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Bokrijks Kruikenbier,2932,Brouwerij Sterkens,0.0,NA,NA,Belgium
Flemish Primitive Wild Ale (Demon Fish),35,De Proef Brouwerij,9.0,NA,NA,Belgium
La Divine Tripel Amber,116,Brasserie de Silly,9.0,NA,NA,Belgium
Zoetzuur Flemish Ale,159,De Proef Brouwerij,7.0,NA,NA,Belgium
Podge Belgian Imperial Stout,167,Alvinne Picobrouwerij,10.5,American-Style Stout,North American Ale,Belgium
Flemish Primitive Wild Ale (Spoon Whacker),180,De Proef Brouwerij,9.0,NA,NA,Belgium
Grotten Flemish Ale,216,Brouwerij St. Bernardus,7.6999998093,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Houblon,230,Brasserie D'Achouffe,9.0,NA,NA,Belgium
McChouffe,361,Brasserie D'Achouffe,8.5,Dark American-Belgo-Style Ale,North American Ale,Belgium
Watou Tripel,371,Brouwerij St. Bernardus,7.5,Belgian-Style Tripel,Belgian and French Ale,Belgium
BiÃ¨re Blanche,482,Brouwerij St. Bernardus,0.0,NA,NA,Belgium
Urthel Hop-It,802,De Leyerth Brouwerijen,9.5,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Triple ImpÃ©riale,881,Brasserie De L'Abbaye Des Rocs,0.0,NA,NA,Belgium
Daas Organic Blond,5043,Daas,6.5,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Bos Keun,351,Brouwerij De Dolle Brouwers,8.8999996185,Belgian-Style Pale Strong Ale,Belgian and French Ale,Belgium
Pauwel Kwak,358,Brouwerij Bosteels,8.0,NA,NA,Belgium
Delirium NoÃ«l,359,Brouwerij Huyghe,10.0,Other Belgian-Style Ales,Belgian and French Ale,Belgium
Flemish Primitive Wild Ale (Pig Nun),804,De Proef Brouwerij,9.0,NA,NA,Belgium
Brune,817,Brasserie De L'Abbaye Des Rocs,9.5,NA,NA,Belgium
Poperings Hommel Ale,836,Brouwerij Van Eecke,7.5,American-Style Pale Ale,North American Ale,Belgium
Rochefort 8,853,Abbaye Notre Dame du St Remy,9.1999998093,NA,NA,Belgium
Deus Brut des Flandres,877,Brouwerij Bosteels,11.5,NA,NA,Belgium
Troublette,889,Brasserie La Caracole,5.5,NA,NA,Belgium
