name,id,brewer,alcohol_by_volume,style,category,country
Cerveza Diablo,386,Cervecera Jerome,7.5,American-Style Lager,North American Lager,Argentina
Cerveza Negra,385,Cervecera Jerome,6.5,American-Style Stout,North American Ale,Argentina
Cerveza Roja,387,Cervecera Jerome,6.0,German-Style Oktoberfest,German Lager,Argentina
Rubia,427,Cervecera Jerome,6.0,American-Style Lager,North American Lager,Argentina
