name,id,brewer,alcohol_by_volume,style,category,country
Bak,1623,Dreher Srgyrak Zrt.,7.3000001907,Traditional German-Style Bock,German Lager,Hungary
Soproni,4304,Heineken HungÃ¡ria,5.0,German-Style Pilsener,German Lager,Hungary
Dreher Classic,4303,Dreher Srgyrak Zrt.,5.0,German-Style Pilsener,German Lager,Hungary
Borsodi,4305,Borsodi SÃ¶rgyÃ¡r,5.0,German-Style Pilsener,German Lager,Hungary
