name,id,brewer,alcohol_by_volume,style,category,country
Lucky U Denver Special Bitter,1134,Denver ChopHouse and Brewery,4.4600000381,NA,NA,United States
Oatmeal Stout,1137,Denver ChopHouse and Brewery,6.5399999619,American-Style Stout,North American Ale,United States
471 Pilsner,1146,Breckenridge Brewery,0.0,NA,NA,United States
Kolsch,1178,Herkimer Pub & Brewery,0.0,NA,NA,United States
Sligo Red,1188,O'Gara's Bar & Grill,0.0,NA,NA,United States
Golden Triangle Triple,1215,On Tap Bistro & Brewery,8.5,NA,NA,United States
Double Barrel Ale,1238,Firestone Walker Brewing Company,5.0,American-Style Amber/Red Ale,North American Ale,United States
Mermaid Red,1242,Coronado Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Smoked Porter,1257,Stone Brewing Co.,5.9000000954,Porter,Irish Ale,United States
Cinnabarr,1265,San Marcos Brewery & Grill,0.0,NA,NA,United States
Snake Chaser,1303,Lakefront Brewery,0.0,American-Style Stout,North American Ale,United States
Classic Pilsener,1333,Nicolet Brewing,5.0,NA,NA,United States
Gold Rush (discontinued),1334,Rail House Restaurant and Brewpub,0.0,NA,NA,United States
Northwind Imperial Stout,1335,Two Brothers Brewing,7.5,American-Style Stout,North American Ale,United States
India Pale Ale,1353,Goose Island Beer Company - Fulton Street,0.0,American-Style Pale Ale,North American Ale,United States
Eastside Dark,1354,Lakefront Brewery,0.0,NA,NA,United States
Black Strap Stout,1359,BridgePort Brewing,6.0,American-Style Stout,North American Ale,United States
Celis White,1361,Michigan Brewing,3.9000000954,Other Belgian-Style Ales,Belgian and French Ale,United States
Old Stock Ale 2002,1381,North Coast Brewing Company,11.399999619,Old Ale,British Ale,United States
Schokolade Bock,1385,Millstream Brewing,0.0,Traditional German-Style Bock,German Lager,United States
Toasted Oats & Molasses Brown Ale,1387,Titletown Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Pumpkin Ale,1389,Hops Haven Brew Haus,0.0,NA,NA,United States
Downtown Brown,1402,Lost Coast Brewery,5.0,American-Style Brown Ale,North American Ale,United States
William Capen Bitter Ale,1421,Slab City Brewing,0.0,NA,NA,United States
Speciale Reserve Ale,1438,Allagash Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Caramel Bock,1477,August Schell Brewing,0.0,NA,NA,United States
Big Swede Swedish-Style Imperial Stout,1491,Viking Brewing,0.0,American-Style Stout,North American Ale,United States
Augsburger Golden,1506,Stevens Point Brewery,0.0,NA,NA,United States
Old Stock Ale 2001,1554,North Coast Brewing Company,11.399999619,Old Ale,British Ale,United States
Premium Ale,1588,Lake Louie Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Red Stallion,1596,Crescent City Brewhouse,0.0,American-Style Lager,North American Lager,United States
Abby Road Belgian Ale,1599,Zea Rotisserie and Brewery,0.0,NA,NA,United States
Scottish Ale,1717,Rail House Restaurant and Brewpub,0.0,NA,NA,United States
Blueberry Wheat,1765,Chelsea Brewing Company,0.0,Light American Wheat Ale or Lager,Other Style,United States
Sunset Red Ale,1767,Chelsea Brewing Company,5.0,American-Style Pale Ale,North American Ale,United States
Checker Cab Blonde Ale,1768,Chelsea Brewing Company,5.1999998093,NA,NA,United States
Black Cider,1795,White Oak Cider,0.0,NA,NA,United States
Moose Juice Stout,1802,Grand Teton Brewing #1,0.0,American-Style Stout,North American Ale,United States
Pretty Girl Pilsner,1813,Bellows Brew Crew,0.0,NA,NA,United States
Wheat,1814,Bellows Brew Crew,0.0,American-Style Lager,North American Lager,United States
Hop Garden Pale Ale,1849,JJ Bitting Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Piva Bohemia,1866,Hereford & Hops Steakhouse and Brewpub #3,4.6999998093,NA,NA,United States
Munich Helle,1868,Brown Street Brewery,0.0,NA,NA,United States
Aussie Lager,1870,Brown Street Brewery,0.0,American-Style Lager,North American Lager,United States
New Hops Ale,1873,Moosejaw Pizza & Dells Brewing Company,0.0,American-Style Pale Ale,North American Ale,United States
Weizen,1883,Corner Pub,0.0,South German-Style Hefeweizen,German Ale,United States
Bartles and Lager,1893,Upper Mississippi Brewing,4.0,American-Style Lager,North American Lager,United States
Imperial Stout 2002,1903,Stone Brewing Co.,9.470000267,American-Style Stout,North American Ale,United States
Organic Extra Special Bitter,1936,Lakefront Brewery,0.0,NA,NA,United States
Burning Skye Scottish Ale,1981,Empyrean Brewing Company,0.0,NA,NA,United States
Steelhead Scotch Porter,2021,Mad River Brewing,0.0,Porter,Irish Ale,United States
Dragonslayer,2028,Middle Ages Brewing,9.5,American-Style Imperial Stout,North American Ale,United States
March MÃ¤rzen,2039,Titletown Brewing,0.0,German-Style Oktoberfest,German Lager,United States
Caber Tossing Scottish Ale,2042,Fratellos Restaurant and Brewery,0.0,NA,NA,United States
Station Master Wheat Ale,2061,Flossmoor Station Brewery,0.0,American-Style Lager,North American Lager,United States
Nut Brown Ale,2074,Thirsty Dog Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Irish Setter Red Ale,2075,Thirsty Dog Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Arcadia ESB,2085,Arcadia Brewing,0.0,NA,NA,United States
Stubbins Stout,2097,Old Hat Brewery,0.0,American-Style Stout,North American Ale,United States
Hefeweizen,2101,Old Hat Brewery,0.0,South German-Style Hefeweizen,German Ale,United States
Stout,2119,Ohio Brewing,0.0,American-Style Stout,North American Ale,United States
Befuddelator Doppelbock,2125,Titletown Brewing,0.0,Traditional German-Style Bock,German Lager,United States
Schlafly Tripel,2139,Saint Louis Brewery / Schlafy Tap Room,0.0,NA,NA,United States
Schlafly Wheat Ale,2145,Saint Louis Brewery / Schlafy Tap Room,0.0,American-Style Lager,North American Lager,United States
Whose Ear? Red Ale,2162,Barley Island Brewing,4.0,American-Style Amber/Red Ale,North American Ale,United States
Flat Belly American Wheat,2166,Barley Island Brewing,3.5999999046,American-Style Lager,North American Lager,United States
Shamrock Stout,2211,Govnor's Public House,0.0,American-Style Stout,North American Ale,United States
Russian Imperial Stout,1004,Iron Hill Brewery - Wilmingon,9.5,American-Style Stout,North American Ale,United States
Marzen Lager,1028,Olde Main Brewing,0.0,German-Style Oktoberfest,German Lager,United States
Chocolate Mint Stout,1056,South Shore Brewery,0.0,NA,NA,United States
Cream Ale,1061,South Shore Brewery,0.0,American-Style Lager,North American Lager,United States
Mojave Gold,1077,Indian Wells Brewing,0.0,American-Style Lager,North American Lager,United States
American Pale Ale,1093,Thomas Hooker Brewing,5.1999998093,American-Style Pale Ale,North American Ale,United States
Black Sheep Espresso Stout,1115,Thunderhead Brewery,0.0,NA,NA,United States
Slam Dunkel,1121,Manayunk Brewery and Restaurant,0.0,NA,NA,United States
Tannhauser,1126,Augusta Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Sublimator Doppelbock,1149,Barley's Casino & Brewing Company,0.0,Traditional German-Style Bock,German Lager,United States
Strom Bomb Stout,1150,Bottom's Up Brewing,7.3000001907,American-Style Stout,North American Ale,United States
Black Cat Stout,1155,Cheshire Cat Brewery,6.1500000954,American-Style Stout,North American Ale,United States
Stockyard IPA,1168,Barley John's Brewpub,0.0,American-Style India Pale Ale,North American Ale,United States
Bright Spot Golden Ale,1176,Minneapolis Town Hall Brewery,4.5,Golden or Blonde Ale,North American Ale,United States
Hop Maniac IPA,1214,On Tap Bistro & Brewery,6.5,American-Style India Pale Ale,North American Ale,United States
Patriot Pale Ale,1219,On Tap Bistro & Brewery,5.1999998093,American-Style Pale Ale,North American Ale,United States
Irish Stout,1270,Oggi's Pizza and Brewing - Vista,0.0,American-Style Stout,North American Ale,United States
Paradise Pale Ale,1273,Oggi's Pizza and Brewing - Vista,4.8000001907,American-Style Pale Ale,North American Ale,United States
Sweet Spot Hefe,1274,Oggi's Pizza and Brewing - Vista,5.5,South German-Style Hefeweizen,German Ale,United States
California Gold,1275,Oggi's Pizza and Brewing - Vista,4.5,American-Style Lager,North American Lager,United States
Star of India Pale Ale,1289,Karl Strauss Brewery Gardens - Sorrento Mesa,0.0,American-Style Pale Ale,North American Ale,United States
Mojo Ale,1301,Siletz Roadhouse & Brewery,0.0,NA,NA,United States
Voyageur Extra Pale Ale,1314,James Page Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Samuel Adams Utopias MMIV,1368,Boston Beer Company,24.0,NA,NA,United States
Tie Die Red,1430,Park City Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Dry Stout,1441,Thunderhead Brewery,0.0,American-Style Stout,North American Ale,United States
English Brown Ale (discontinued),1449,Gottberg Brew Pub,0.0,American-Style Brown Ale,North American Ale,United States
Dreadnaught Imperial IPA,1465,Three Floyds Brewing,9.5,Imperial or Double India Pale Ale,North American Ale,United States
Colony Oatmeal Stout,1500,Millstream Brewing,0.0,American-Style Stout,North American Ale,United States
Mile Rock Amber Ale,1537,Harbor City Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Imperial IPA,1543,Titletown Brewing,0.0,American-Style India Pale Ale,North American Ale,United States
Beer Line 2000,1555,Lakefront Brewery,0.0,NA,NA,United States
Cattail Ale,1586,Lakefront Brewery,0.0,NA,NA,United States
Schlafly KÃ¶lsch,1590,Saint Louis Brewery / Schlafy Tap Room,0.0,NA,NA,United States
Ponchartrain Porter,1602,Zea Rotisserie and Brewery,0.0,Porter,Irish Ale,United States
Lager,1604,Zea Rotisserie and Brewery,0.0,American-Style Lager,North American Lager,United States
Pale Ale,1609,"City Brewing Company, LLC",5.5,American-Style Lager,North American Lager,United States
Michelob Hefeweizen,1709,Anheuser-Busch,0.0,American-Style Lager,North American Lager,United States
Deep Powder Winter Ale,1726,Yakima Brewing and Malting / Grant's Ales,0.0,Old Ale,British Ale,United States
Brogen Meadow Pale Ale,1750,Krogh's Restaurant and Brewpub,0.0,American-Style Pale Ale,North American Ale,United States
Workhorse Porter,1769,Victory Brewing,0.0,Porter,Irish Ale,United States
Sugar River ESB,1820,Great Dane Pub and Brewing #2,0.0,NA,NA,United States
Hathor Red Lager,1856,Trap Rock Restaurant and Brewery,5.4000000954,American-Style Lager,North American Lager,United States
South of the Border Light,1867,Brown Street Brewery,0.0,NA,NA,United States
Light Ale,1882,Moosejaw Pizza & Dells Brewing Company,4.0,NA,NA,United States
White,1905,Lakefront Brewery,0.0,NA,NA,United States
Saison Goux,1914,Rock Bottom Restaurant & Brewery - Minneapolis,0.0,NA,NA,United States
Weizen Bock,1934,Titletown Brewing,10.0,South German-Style Weizenbock,German Ale,United States
"Pale Ale \""Ã¡ la Bushner\"";""3",1961,Titletown Brewing,0.0,NA,NA,United States
Vanilla,1968,Bricktown Brewery,0.0,NA,NA,United States
Belgian Wit,98,Nebraska Brewing Company,0.0,NA,NA,United States
India Pale Ale,100,Nebraska Brewing Company,0.0,American-Style Pale Ale,North American Ale,United States
Falcon Pale Ale,123,Rock Bottom Restaurant & Brewery - Denver,0.0,American-Style Pale Ale,North American Ale,United States
Blue Dot Double India Pale Ale,134,Hair of the Dog Brewing,7.0,Imperial or Double India Pale Ale,North American Ale,United States
471 Extra ESB,137,Breckenridge Brewery,7.8000001907,NA,NA,United States
Pale Ale,142,Dick's Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Broad Axe Stout,165,Granite City Food & Brewery - Omaha,5.0,American-Style Stout,North American Ale,United States
Double India Pale Ale,182,Mad River Brewing,8.6000003815,American-Style Pale Ale,North American Ale,United States
Certified Organic Amber Ale,188,Eel River Brewing,4.8000001907,American-Style Amber/Red Ale,North American Ale,United States
Denver Pale Ale / DPA,215,Great Divide Brewing,5.4000000954,American-Style Pale Ale,North American Ale,United States
Shiner Hefeweizen,236,Spoetzl Brewery,5.4000000954,South German-Style Hefeweizen,German Ale,United States
Dark German Lager,238,Empyrean Brewing Company,0.0,NA,NA,United States
Old Princeton Landing IPA,261,Half Moon Bay Brewing,6.0999999046,American-Style India Pale Ale,North American Ale,United States
Irish Dry Stout,282,Moylan's Brewery & Restaurant,4.8000001907,American-Style Stout,North American Ale,United States
India Pale Ale,284,Moylan's Brewery & Restaurant,6.5,American-Style Pale Ale,North American Ale,United States
Hefeweizen,302,Jack's Brewing,5.5999999046,South German-Style Hefeweizen,German Ale,United States
Pale Ale,308,Firehouse Grill & Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Imperial Stout,374,Odell Brewing,7.0999999046,American-Style Stout,North American Ale,United States
GABF 25th Year Beer,382,Boulder Beer Company,0.0,Extra Special Bitter,British Ale,United States
Oro de Calabaza,408,Jolly Pumpkin Artisan Ales,8.0,Belgian-Style Pale Strong Ale,Belgian and French Ale,United States
90 Minute IPA,3951,Dogfish Head Craft Brewery,9.0,Imperial or Double India Pale Ale,North American Ale,United States
OktoberFish,3960,Flying Fish Brewing Company,5.5,German-Style Oktoberfest,German Lager,United States
Wild Blue Blueberry Lager,3976,Anheuser-Busch,8.0,Belgian-Style Fruit Lambic,Belgian and French Ale,United States
Shock Top,3977,Anheuser-Busch,5.1999998093,Belgian-Style White,Belgian and French Ale,United States
Watermelon Wheat,3980,21st Amendment Brewery Cafe,5.5,Belgian-Style Fruit Lambic,Belgian and French Ale,United States
General Pippo's Porter,3984,21st Amendment Brewery Cafe,5.5,Porter,Irish Ale,United States
Below Decks,3989,Clipper City Brewing Co.,10.0,American-Style Barley Wine Ale,North American Ale,United States
Midas Touch Golden Elixir,4012,Dogfish Head Craft Brewery,9.0,NA,NA,United States
Gold Coast Blonde Ale,4026,Upstream Brewing Old Market,4.4000000954,Golden or Blonde Ale,North American Ale,United States
Capitol Premium Pale Ale,4032,Upstream Brewing Old Market,5.0,American-Style Pale Ale,North American Ale,United States
Sam Adams Light,4049,Boston Beer Company,0.0,American-Style Light Lager,North American Lager,United States
Alt Ball and Chain,4064,Four Peaks Brewing,5.1999998093,German-Style Brown Ale/Altbier,German Ale,United States
Raspberry Porter,4070,Southern Tier Brewing Co,0.0,Porter,Irish Ale,United States
Alaskan IPA,4083,Alaskan Brewing,6.1999998093,American-Style India Pale Ale,North American Ale,United States
Lager Beer,4129,Bell's Brewery Inc.,5.0,American-Style Lager,North American Lager,United States
Kerberos,4153,Flying Dog Brewery,8.5,Belgian-Style Tripel,Belgian and French Ale,United States
Chaotic Chemistry,4162,Magic Hat,10.800000191,American-Style Barley Wine Ale,North American Ale,United States
Imperial India Pale Ale / I2PA,4181,Rogue Ales,9.5,Imperial or Double India Pale Ale,North American Ale,United States
Oregon Golden Ale,4191,Rogue Ales,0.0,Golden or Blonde Ale,North American Ale,United States
Imperial Red,4206,Rogue Ales,9.0,American-Style Amber/Red Ale,North American Ale,United States
Hoppus Maximus,4217,Thirsty Dog Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
St. Adrian's Alt,4236,Capital City Brewing Company,0.0,German-Style Brown Ale/Altbier,German Ale,United States
Narragansett Lager,4323,The Narragansett Brewing Company,0.0,American-Style Lager,North American Lager,United States
Eye of the Hawk,4338,Mendocino Brewing - Hopland,8.0,Old Ale,British Ale,United States
Blackbeary Wheat,4358,Long Trail Brewing Co,4.0,Light American Wheat Ale or Lager,Other Style,United States
Commodore Perry IPA,4363,Great Lakes Brewing,7.5,American-Style India Pale Ale,North American Ale,United States
Bud Ice,4383,Anheuser-Busch,5.5,American-Style Lager,North American Lager,United States
Michelob Amber Bock,4385,Anheuser-Busch,5.1999998093,American-Style Lager,North American Lager,United States
Michelob Light,4390,Anheuser-Busch,4.3000001907,American-Style Light Lager,North American Lager,United States
Schlafly Barleywine,4401,Saint Louis Brewery / Schlafy Tap Room,11.0,American-Style Barley Wine Ale,North American Ale,United States
Riverwest Stein Beer,4414,Lakefront Brewery,0.0,American-Style Lager,North American Lager,United States
Hop Ottin IPA,4482,Anderson Valley Brewing,7.0,American-Style India Pale Ale,North American Ale,United States
Palo Santo Marron,4487,Dogfish Head Craft Brewery,12.0,American-Style Brown Ale,North American Ale,United States
OVL Stout,4501,Russian River Brewing,4.0,NA,NA,United States
Oliver ESB,4503,Wharf Rat,0.0,Extra Special Bitter,British Ale,United States
Station 33 Firehouse Red,4529,North Country Brewery,0.0,Irish-Style Red Ale,Irish Ale,United States
Hell's Belle,4567,Big Boss Brewing Company,7.0,Other Belgian-Style Ales,Belgian and French Ale,United States
Rescue IPA,4578,Barley Creek Brewing,0.0,American-Style India Pale Ale,North American Ale,United States
Saranac Oatmeal Stout,4611,F.X. Matt Brewing,4.3000001907,Oatmeal Stout,British Ale,United States
Saranac Nut Brown Ale,4614,F.X. Matt Brewing,5.4000000954,American-Style Brown Ale,North American Ale,United States
Saranac Imperial IPA,4623,F.X. Matt Brewing,8.5,Imperial or Double India Pale Ale,North American Ale,United States
Sick Duck Imperial Stout,4636,Flyers Restraunt and Brewery,10.0,American-Style Imperial Stout,North American Ale,United States
Scratch #6 2007,4649,Troegs Brewing,5.0999999046,American-Style Lager,North American Lager,United States
Bourbon Barrel Smoked Porter,4656,"BBC Brewing Co., LLC",0.0,Porter,Irish Ale,United States
Church Brew Oktoberfest,4675,The Church Brew Works,5.1999998093,German-Style Oktoberfest,German Lager,United States
Kate The Great Russian Imperial Stout,4682,Portsmouth Brewery,9.5,American-Style Imperial Stout,North American Ale,United States
Black Heart Stout,4723,Middle Ages Brewing,6.5999999046,American-Style Stout,North American Ale,United States
Remarkable Vanilla Porter,4746,Breckenridge Brewery,0.0,Porter,Irish Ale,United States
Bubbly Wit,4769,Dock Street Beer,7.0999999046,Belgian-Style White,Belgian and French Ale,United States
Mermaids Red Ale,4774,Coronado Brewing Company,0.0,American-Style Amber/Red Ale,North American Ale,United States
Outlet Stout,4776,Coronado Brewing Company,0.0,American-Style Stout,North American Ale,United States
Celis Pale Bock,4814,Michigan Brewing,3.9000000954,Other Belgian-Style Ales,Belgian and French Ale,United States
Earth - Belgian Style Chocolate Milk Stout,4831,Midnight Sun Brewing Co.,5.0,Sweet Stout,British Ale,United States
Grateful Red,4852,Sullivan's Black Forest Brew Haus & Grill,5.0,American-Style Amber/Red Ale,North American Ale,United States
Sully's Irish Stout,4854,Sullivan's Black Forest Brew Haus & Grill,4.1999998093,American-Style Stout,North American Ale,United States
.38 Special Bitter,4857,Sullivan's Black Forest Brew Haus & Grill,3.7999999523,Ordinary Bitter,British Ale,United States
Nut Brown,4869,Ithaca Beer Company,4.9000000954,American-Style Brown Ale,North American Ale,United States
Southern Tier Porter,4874,Southern Tier Brewing Co,5.1999998093,Porter,Irish Ale,United States
Liberty Pale Ale,4922,Liberty Steakhouse and Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Amber Waves,4925,Liberty Steakhouse and Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Longboard Lager,4928,Kona Brewing,5.5,American-Style Lager,North American Lager,United States
St. Michaels Blonde Ale,4949,Eastern Shore Brewing,0.0,Golden or Blonde Ale,North American Ale,United States
Smoked Helles Lager,4952,Minneapolis Town Hall Brewery,0.0,American-Style Lager,North American Lager,United States
St. Bridget's Porter,4962,Great Divide Brewing,5.9000000954,Porter,Irish Ale,United States
Mount Hill Pale Ale,4967,Otto's Pub and Brewery,0.0,Classic English-Style Pale Ale,British Ale,United States
Saison De Brooklyn,4968,Brooklyn Brewery,6.8000001907,French & Belgian-Style Saison,Belgian and French Ale,United States
Feuerwehrmann Schwarzbier,4991,Pennichuck Brewing Company,5.0,German-Style Schwarzbier,German Lager,United States
Sierra Nevada Imperial Stout,4999,Sierra Nevada Brewing Co.,10.5,American-Style Imperial Stout,North American Ale,United States
Oat Imperial Oatmeal Stout,5003,Southern Tier Brewing Co,12.5,American-Style Imperial Stout,North American Ale,United States
Hop Hed Red Ale,5011,Green Flash Brewing,6.0,American-Style Amber/Red Ale,North American Ale,United States
Nectar IPA,5012,Humboldt Brewing,6.8000001907,American-Style India Pale Ale,North American Ale,United States
Cooper's Cave Tavern Ale,5016,Cooper's Cave Ale Company,0.0,Ordinary Bitter,British Ale,United States
Ugly Pug,5027,Rahr & Sons Brewing Company,4.5,German-Style Schwarzbier,German Lager,United States
Old Wylie's IPA,5100,Rivertowne Pour House,6.1999998093,American-Style India Pale Ale,North American Ale,United States
Harpoon Celtic Ale,5106,Harpoon Brewery - Boston,0.0,Irish-Style Red Ale,Irish Ale,United States
Yellowtail Pale Ale,5132,Ballast Point Brewing,4.5999999046,NA,NA,United States
Two Front Teeth Holiday Ale,5148,Spring House Brewing Company,9.3999996185,French & Belgian-Style Saison,Belgian and French Ale,United States
Smuttynose Finestkind IPA,5160,Smuttynose Brewing Co.,5.5999999046,American-Style India Pale Ale,North American Ale,United States
Robust Porter,5161,Smuttynose Brewing Co.,5.4000000954,Porter,Irish Ale,United States
Specialty Beer: Black Double IPA,5181,Midnight Sun Brewing Co.,8.5,NA,NA,United States
Samuel Adams Imperial White,5262,Boston Beer Company,10.300000191,Belgian-Style White,Belgian and French Ale,United States
Samson Stout,5275,Estes Park Brewery,5.0,American-Style Stout,North American Ale,United States
Flying Mouflan,5278,Troegs Brewing,9.3000001907,American-Style Barley Wine Ale,North American Ale,United States
Valley Brewing Apricot Ale,5294,Valley Brewing Company,4.0,Fruit Beer,Other Style,United States
Valley Berry Wheat,5295,Valley Brewing Company,4.0,Fruit Beer,Other Style,United States
Bouldevard ZÅŒN,5302,Boulevard Brewing Company,4.4000000954,Belgian-Style White,Belgian and French Ale,United States
Lager,988,Porterhouse Restaurant and Brewpub,0.0,American-Style Lager,North American Lager,United States
Black Lab Stout,995,McKenzie Brew House,5.6999998093,American-Style Stout,North American Ale,United States
Unicorn Amber Ale,997,McKenzie Brew House,4.0,American-Style Amber/Red Ale,North American Ale,United States
Winterfest Lager,1000,John Harvard's Brewhouse - Wilmington,0.0,German-Style Oktoberfest,German Lager,United States
Pilsner,1023,Firehouse Brewery & Restaurant,0.0,NA,NA,United States
Mild Brown,1031,Olde Main Brewing,0.0,American-Style Brown Ale,North American Ale,United States
Pale Ale,1058,South Shore Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Censored (aka The Kronic),1071,Lagunitas Brewing Company,5.9000000954,American-Style Amber/Red Ale,North American Ale,United States
Desert Pale Ale,1081,Indian Wells Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Thundermuck Stout,1099,Bill's Tavern & Brewhouse,0.0,American-Style Stout,North American Ale,United States
Four Alarm Alt,1106,Pumphouse Brewery & Restaurant,4.8000001907,American-Style Brown Ale,North American Ale,United States
Emancipator,1113,Ukiah Brewing,8.3000001907,Traditional German-Style Bock,German Lager,United States
5 Czars Imperial Stout,1118,McKenzie Brew House,0.0,American-Style Stout,North American Ale,United States
Schaumbergfest,1125,Big Horn Brewing @ The RAM 2,0.0,German-Style Oktoberfest,German Lager,United States
Pale Ale,1136,Denver ChopHouse and Brewery,5.5,American-Style Pale Ale,North American Ale,United States
Pilsner,1142,Denver ChopHouse and Brewery,4.9899997711,American-Style Lager,North American Lager,United States
Thunder Stout,1143,Breckenridge Brewery,4.9499998093,American-Style Stout,North American Ale,United States
Black Sand Porter,1151,Kona Brewing,0.0,Porter,Irish Ale,United States
IPA,1154,Cheshire Cat Brewery,6.9000000954,American-Style India Pale Ale,North American Ale,United States
Dark Knight,1163,Barley John's Brewpub,12.0,NA,NA,United States
Sunny Summer Ale,1164,Barley John's Brewpub,0.0,NA,NA,United States
Stout,1234,La Jolla Brew House,0.0,American-Style Stout,North American Ale,United States
Point Loma Porter,1240,Coronado Brewing Company,0.0,Porter,Irish Ale,United States
Amber,1251,San Diego Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Lil Devil,1255,AleSmith Brewing,0.0,NA,NA,United States
Pure Hoppiness,1256,Alpine Beer Company,8.0,Imperial or Double India Pale Ale,North American Ale,United States
Oatmeal Stout,1260,San Marcos Brewery & Grill,0.0,American-Style Stout,North American Ale,United States
Skye Strong Ale,1276,Port Brewing Company,0.0,NA,NA,United States
Frank Double IPA,1281,Port Brewing Company,8.5,American-Style India Pale Ale,North American Ale,United States
Creamy Stout,1282,Sports City Cafe & Brewery,0.0,American-Style Stout,North American Ale,United States
Padre Porter,1288,Karl Strauss Brewery Gardens - Sorrento Mesa,0.0,NA,NA,United States
Amber Lager,1292,Karl Strauss Brewery Gardens - Sorrento Mesa,0.0,American-Style Lager,North American Lager,United States
Sprecher Russian Imperial Stout,1294,Sprecher Brewing,8.5,American-Style Imperial Stout,North American Ale,United States
Adler BrÃ¤u Winter Ale,1329,Appleton Brewing,0.0,Old Ale,British Ale,United States
Christmas Ale 2003,1380,Anchor Brewing,0.0,NA,NA,United States
Port Washington Pier 96 Lager,1394,Hops Haven Brew Haus,0.0,American-Style Lager,North American Lager,United States
Roundhouse Rye,1410,Titletown Brewing,0.0,American-Style Lager,North American Lager,United States
Lizard Lager,1420,Stevens Point Brewery,0.0,American-Style Lager,North American Lager,United States
Centennial IPA,1456,Founders Brewing,7.1999998093,American-Style India Pale Ale,North American Ale,United States
Pale Ale,1480,Onion Pub & Brewery,0.0,American-Style Pale Ale,North American Ale,United States
Kayak KÃ¶lsch,1501,Lake Superior Brewing,0.0,NA,NA,United States
Foxy Brown,1503,Great Dane Pub and Brewing #2,0.0,American-Style Brown Ale,North American Ale,United States
Left Hand Milk Stout,1507,Left Hand Brewing Company,5.9000000954,Sweet Stout,British Ale,United States
Classic Oatmeal Stout,1530,Gray Brewing,0.0,American-Style Stout,North American Ale,United States
Oatmeal Stout,1532,Goose Island Beer Company - Fulton Street,0.0,American-Style Stout,North American Ale,United States
ESB,1612,Harpoon Brewery - Windsor,0.0,NA,NA,United States
Stite Golden Pilsner,1615,Cold Spring Brewing,4.6999998093,American-Style Lager,North American Lager,United States
Swede Saw Red Ale,1617,Logjam Microbrewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Lager,1618,Logjam Microbrewery,0.0,American-Style Lager,North American Lager,United States
Czech Mate Pilsner,1622,Titletown Brewing,0.0,NA,NA,United States
Home Town Blonde,1700,New Glarus Brewing Company,0.0,NA,NA,United States
Sweet Stout,1706,Main Street Beer Company #1,0.0,American-Style Stout,North American Ale,United States
Alpine Glacier Lager,1721,Tommyknocker Brewery and Pub,0.0,American-Style Lager,North American Lager,United States
32 Inning Ale,1756,Pizzeria Uno Chicago Grill & Brewery,0.0,NA,NA,United States
Henry Hudson IPA,1766,Chelsea Brewing Company,0.0,American-Style India Pale Ale,North American Ale,United States
Bengal Gold India Pale Ale,1774,Triumph Brewing of Princeton,0.0,American-Style Pale Ale,North American Ale,United States
Bad Seed Pumpkin Ale,1785,Basil T's Brew Pub and Italian Grill,0.0,NA,NA,United States
Porter,1786,Joshua Huddy's Brew Pub and Grill,0.0,Porter,Irish Ale,United States
Jubel 2000,1791,Deschutes Brewery,0.0,Old Ale,British Ale,United States
Old Foghorn 2002,1792,Anchor Brewing,10.0,NA,NA,United States
Red,1812,Bellows Brew Crew,0.0,American-Style Amber/Red Ale,North American Ale,United States
Winter Gale Spiced Ale,1832,Titletown Brewing,0.0,NA,NA,United States
Northern Light,1928,Granite City Food & Brewery - Saint Cloud,0.0,American-Style Lager,North American Lager,United States
Summertime KÃ¶lsch,1935,Goose Island Beer Company - Fulton Street,0.0,NA,NA,United States
Hell for Certain,1946,"BBC Brewing Co., LLC",0.0,NA,NA,United States
Chocolate Stout,10,Fort Collins Brewery,0.0,American-Style Stout,North American Ale,United States
Oak-Aged Belgian Tripel,15,Upstream Brewing Company at Legacy,9.0,NA,NA,United States
Bigfoot 2005,25,Sierra Nevada Brewing Co.,9.6000003815,NA,NA,United States
Winter Ale,26,Summit Brewing,5.9000000954,Old Ale,British Ale,United States
Ornery Amber Lager,29,Tommyknocker Brewery and Pub,0.0,American-Style Lager,North American Lager,United States
Cardinal Pale Ale,47,Nebraska Brewing Company,0.0,American-Style Pale Ale,North American Ale,United States
