name,id,brewer,alcohol_by_volume,style,category,country
Tracktown IPA,4211,Rogue Ales,7.0,American-Style India Pale Ale,North American Ale,United States
Maibark,4226,Thirsty Dog Brewing,6.5,German-Style Heller Bock/Maibock,German Lager,United States
Copper Head Ale,4239,Fordham Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Sierra Nevada Pale Ale,4271,Sierra Nevada Brewing Co.,5.5999999046,American-Style Pale Ale,North American Ale,United States
Vertical Epic 06.06.06,4287,Stone Brewing Co.,0.0,NA,NA,United States
Dark Lager,4294,Caldera Brewing,6.0999999046,American-Style Lager,North American Lager,United States
Battlefield Bock,4300,Red Oak Brewery,0.0,Traditional German-Style Bock,German Lager,United States
Widmer Hefeweizen,4312,Widmer Brothers Brewing,4.9000000954,South German-Style Hefeweizen,German Ale,United States
Gordon Biersch Schwarzbier,4341,Gordon Biersch Brewing,4.3000001907,German-Style Schwarzbier,German Lager,United States
Gordon Biersch Czech Lager,4342,Gordon Biersch Brewing,5.5999999046,German-Style Pilsener,German Lager,United States
Barney Flats Oatmeal Stout,4347,Anderson Valley Brewing,5.6999998093,American-Style Stout,North American Ale,United States
Belgian White,4360,Long Trail Brewing Co,4.6999998093,Belgian-Style White,Belgian and French Ale,United States
Eliot Ness Amber Lager,4366,Great Lakes Brewing,6.1999998093,American-Style Lager,North American Lager,United States
Honker's Ale,4425,Goose Island Beer Company - Clybourn,0.0,Special Bitter or Best Bitter,British Ale,United States
Primo,4427,Pabst Brewing Company,0.0,American-Style Lager,North American Lager,United States
Onward Stout,4460,Yazoo Brewing,3.7999999523,American-Style Stout,North American Ale,United States
Shiner Bock,4488,Spoetzl Brewery,4.4000000954,American-Style Lager,North American Lager,United States
Misfit Red,4489,DuClaw,5.0999999046,American-Style Amber/Red Ale,North American Ale,United States
Lewmeister Oktoberfest,4552,Amherst Brewing Company,5.4000000954,German-Style Oktoberfest,German Lager,United States
Bankers Gold,4562,Amherst Brewing Company,4.5999999046,Golden or Blonde Ale,North American Ale,United States
Mountaineer Maibock,4580,Barley Creek Brewing,0.0,German-Style Heller Bock/Maibock,German Lager,United States
Heat Seeker Hefe,4628,Flyers Restraunt and Brewery,4.0,South German-Style Hefeweizen,German Ale,United States
Spitfire Best Bitter,4630,Flyers Restraunt and Brewery,4.0,Ordinary Bitter,British Ale,United States
Beewolf Braggot,4638,Dogfish Head Craft Brewery,7.0,NA,NA,United States
Bube's Stout,4640,Bube's Brewery,0.0,American-Style Stout,North American Ale,United States
Scratch #10 2008,4647,Troegs Brewing,10.199999809,Belgian-Style Tripel,Belgian and French Ale,United States
Scratch #12 2008,4678,Troegs Brewing,6.5,American-Style India Pale Ale,North American Ale,United States
Pappy's Porter,4686,The Alchemist,5.4200000763,Porter,Irish Ale,United States
Landshark Lager,4721,Margaritaville Brewing Company,4.6999998093,American-Style Light Lager,North American Lager,United States
Old Marcus Ale,4727,Middle Ages Brewing,6.5999999046,Extra Special Bitter,British Ale,United States
Old Fugget,4754,Otto's Pub and Brewery,11.800000191,American-Style Barley Wine Ale,North American Ale,United States
Otto's Hefeweizen,4755,Otto's Pub and Brewery,7.0999999046,South German-Style Hefeweizen,German Ale,United States
Islandweizen,4778,Coronado Brewing Company,0.0,South German-Style Hefeweizen,German Ale,United States
Mad Anthony's Ale,4785,Erie Brewing Company,5.5,American-Style Pale Ale,North American Ale,United States
Round Boy Stout,4797,Union Barrel Works,0.0,American-Style Stout,North American Ale,United States
Big Mac,4816,Michigan Brewing,5.0,American-Style Lager,North American Lager,United States
Sloth,4835,Midnight Sun Brewing Co.,10.199999809,American-Style Imperial Stout,North American Ale,United States
Gluttony,4839,Midnight Sun Brewing Co.,10.5,Imperial or Double India Pale Ale,North American Ale,United States
Oktoberfest,4879,Jacob Leinenkugel Brewing Company,5.0999999046,NA,NA,United States
Fireside Nut Brown,4881,Jacob Leinenkugel Brewing Company,4.9000000954,American-Style Brown Ale,North American Ale,United States
Choklat,4888,Southern Tier Brewing Co,11.0,American-Style Imperial Stout,North American Ale,United States
E.S. Bam,4891,Jolly Pumpkin Artisan Ales,4.6999998093,French & Belgian-Style Saison,Belgian and French Ale,United States
Miss Liberty Lager,4920,Liberty Steakhouse and Brewery,0.0,American-Style Lager,North American Lager,United States
Pyramid Thunderhead IPA,4946,Pyramid Ales Brewery,6.6999998093,American-Style India Pale Ale,North American Ale,United States
Hoptical Illusion,4947,Blue Point Brewing,6.8000001907,American-Style India Pale Ale,North American Ale,United States
Mamma Mia! Pizza Beer,4948,Pizza Beer,4.5999999046,Herb and Spice Beer,Other Style,United States
Full Curl Scotch Ale,4958,Midnight Sun Brewing Co.,6.0,Scotch Ale,British Ale,United States
Yards Philadelphia Pale Ale,4971,Yards Brewing,4.5999999046,American-Style Pale Ale,North American Ale,United States
Shouboushi Ginger Pilsner,4982,Pennichuck Brewing Company,5.0999999046,German-Style Pilsener,German Lager,United States
High Tide IPA,4992,Port Brewing Company,6.5,American-Style India Pale Ale,North American Ale,United States
Three Beaches Honey Blonde Ale,5004,Tyranena Brewing,0.0,Golden or Blonde Ale,North American Ale,United States
HopWhore Imperial India Pale Ale,5009,Tyranena Brewing,0.0,Imperial or Double India Pale Ale,North American Ale,United States
Pays du Soleil,5067,Saint Somewhere Brewing Company,8.0,Other Belgian-Style Ales,Belgian and French Ale,United States
Pyramid Broken Rake,5077,Pyramid Ales Brewery,6.0999999046,American-Style Amber/Red Ale,North American Ale,United States
Locke Mountain Light,5085,Marzoni's Brick Oven & Brewing Co,3.7000000477,American-Style Light Lager,North American Lager,United States
60 Shilling,5090,Nodding Head Brewpub,0.0,Scotch Ale,British Ale,United States
Baron Helles Bock,5110,Baron Brewing Company,6.4000000954,German-Style Heller Bock/Maibock,German Lager,United States
Imperial Chocolate Pumpkin Porter,5114,Midnight Sun Brewing Co.,7.8000001907,Pumpkin Beer,Other Style,United States
Pumpkinhead Ale,5117,Shipyard Brewing - Portland,4.5,Pumpkin Beer,Other Style,United States
Wixa Weiss,5123,Wynkoop Brewing,4.8000001907,Light American Wheat Ale or Lager,Other Style,United States
Two Guns Pilsner,5125,Wynkoop Brewing,5.0,German-Style Pilsener,German Lager,United States
Orange Blossom Pilsner Â²,5136,Orlando Brewing,11.0,Fruit Beer,Other Style,United States
Shoals Pale Ale,5157,Smuttynose Brewing Co.,4.6999998093,American-Style Pale Ale,North American Ale,United States
Black Mountain Bitter,5164,Highland Brewing Company,0.0,Ordinary Bitter,British Ale,United States
Iniquity Imperial Black Ale,5179,Southern Tier Brewing Co,9.0,NA,NA,United States
Hop Stoopid,5180,Lagunitas Brewing Company,8.1999998093,Imperial or Double India Pale Ale,North American Ale,United States
"Zwaanend,ale",5182,Dogfish Head Craft Brewery,8.0,American Rye Ale or Lager,Other Style,United States
Espresso Oak Aged Yeti,5190,Great Divide Brewing,9.5,American-Style Imperial Stout,North American Ale,United States
Oak-Aged Imperial Chocolate Pumpkin Porter,5221,Midnight Sun Brewing Co.,7.8000001907,Porter,Irish Ale,United States
Richbrau Oatmeal Stout,5228,Richbrau Brewing Company,5.1999998093,Oatmeal Stout,British Ale,United States
Biscotti,5242,Lift Bridge Brewery,7.0,Belgian-Style Dark Strong Ale,Belgian and French Ale,United States
Deluxe Organic Ale,5267,Hopworks Urban Brewery,6.9000000954,American-Style Strong Pale Ale,North American Ale,United States
Valley Brewing London Tavern Ale,5289,Valley Brewing Company,4.4000000954,English-Style Pale Mild Ale,British Ale,United States
Penn Gold,3866,Penn Brewery,4.0,American-Style Lager,North American Lager,United States
Straub,3873,Straub Brewery,4.3299999237,NA,NA,United States
Straub Light,3874,Straub Brewery,3.1600000858,NA,NA,United States
Stoudt's American Pale Ale,3875,Stoudt's Brewery,5.0,American-Style Pale Ale,North American Ale,United States
Blithering Idiot,3926,Weyerbacher Brewing Company,11.100000381,American-Style Barley Wine Ale,North American Ale,United States
Hops Infusion,3932,Weyerbacher Brewing Company,6.1999998093,American-Style India Pale Ale,North American Ale,United States
Imperial Pumpkin Ale,3934,Weyerbacher Brewing Company,8.0,Pumpkin Beer,Other Style,United States
HIPA,3949,Magic Hat,6.8000001907,American-Style India Pale Ale,North American Ale,United States
HopFish IPA,3956,Flying Fish Brewing Company,6.1999998093,American-Style India Pale Ale,North American Ale,United States
Grand Cru Winter Reserve,3961,Flying Fish Brewing Company,7.1999998093,Other Belgian-Style Ales,Belgian and French Ale,United States
UpRiver Lager,3972,Mudshark Brewing,0.0,American-Style Light Lager,North American Lager,United States
Bitter American,3979,21st Amendment Brewery Cafe,3.5999999046,Special Bitter or Best Bitter,British Ale,United States
North Star Red,3983,21st Amendment Brewery Cafe,5.8000001907,American-Style Amber/Red Ale,North American Ale,United States
Gonzo Imperial Porter,4001,Flying Dog Brewery,7.8000001907,Porter,Irish Ale,United States
Old Scratch Lager,4002,Flying Dog Brewery,5.5,American-Style Amber/Red Ale,North American Ale,United States
Chicory Stout,4015,Dogfish Head Craft Brewery,5.1999998093,American-Style Stout,North American Ale,United States
Samuel Adams Old Fezziwig Ale,4050,Boston Beer Company,5.9000000954,NA,NA,United States
Porter,4128,Bell's Brewery Inc.,5.5999999046,Porter,Irish Ale,United States
Best Brown Ale,4137,Bell's Brewery Inc.,5.8000001907,American-Style Brown Ale,North American Ale,United States
Hopslam Ale,4143,Bell's Brewery Inc.,10.0,Imperial or Double India Pale Ale,North American Ale,United States
Circus Boy,4154,Magic Hat,5.1999998093,South German-Style Hefeweizen,German Ale,United States
Frosty Frog,4202,Rogue Ales,9.0,Winter Warmer,Other Style,United States
Kells Irish Style Lager,4208,Rogue Ales,5.0,American-Style Lager,North American Lager,United States
Airship Light,4216,Thirsty Dog Brewing,0.0,Golden or Blonde Ale,North American Ale,United States
12 Dogs Christmas Ale,4229,Thirsty Dog Brewing,7.8000001907,NA,NA,United States
Abbey Dubbel,4255,Brewery Ommegang,8.5,Belgian-Style Dubbel,Belgian and French Ale,United States
Boulevard Unfiltered Wheat,4268,Boulevard Brewing Company,4.5,Light American Wheat Ale or Lager,Other Style,United States
Bison Chocolate Stout,4269,Bison Brewing,0.0,NA,NA,United States
Summerfest,4275,Sierra Nevada Brewing Co.,5.0,German-Style Pilsener,German Lager,United States
Allagash White,4282,Allagash Brewing,5.0,Belgian-Style White,Belgian and French Ale,United States
Drop Top Amber Ale,4314,Widmer Brothers Brewing,5.0,American-Style Amber/Red Ale,North American Ale,United States
Michelob Honey Lager,4392,Anheuser-Busch,4.9000000954,American-Style Lager,North American Lager,United States
Three Philosophers,4418,Brewery Ommegang,9.8000001907,Belgian-Style Quadrupel,Belgian and French Ale,United States
Anchor Summer Beer,4428,Anchor Brewing,4.5999999046,Light American Wheat Ale or Lager,Other Style,United States
Blue Bell Bitter,4430,Magnolia Pub and Brewery,5.4000000954,Special Bitter or Best Bitter,British Ale,United States
Strawberry Harvest Lager,4476,Abita Brewing Company,0.0,Fruit Beer,Other Style,United States
Blackberry Ale,4478,Flat Branch Pub & Brewing,5.1999998093,American-Style Pale Ale,North American Ale,United States
Thunderhead IPA,4506,Thunder Canyon Brewery,5.8000001907,American-Style India Pale Ale,North American Ale,United States
"Maharaja, The",4515,Avery Brewing Company,10.5,Imperial or Double India Pale Ale,North American Ale,United States
Paleo IPA,4532,North Country Brewery,0.0,American-Style India Pale Ale,North American Ale,United States
Old Mill Pond ESB,4546,The Cambridge House,6.5,Extra Special Bitter,British Ale,United States
Graduation Ale,4556,Amherst Brewing Company,5.5,American-Style Pale Ale,North American Ale,United States
Cascade IPA,4564,Amherst Brewing Company,5.3000001907,American-Style India Pale Ale,North American Ale,United States
Founders Kentucky Breakfast,4592,Founders Brewing,10.0,American-Style Imperial Stout,North American Ale,United States
Scratch #7 2008,4645,Troegs Brewing,7.9000000954,South German-Style Weizenbock,German Ale,United States
Oaked Arrogant Bastard Ale,4653,Stone Brewing Co.,7.1999998093,American-Style Strong Pale Ale,North American Ale,United States
Fort,4660,Dogfish Head Craft Brewery,18.0,Fruit Beer,Other Style,United States
Oatmeal Stout,1998,Onopa Brewing,0.0,American-Style Stout,North American Ale,United States
Adler BrÃ¤u Bucky Brau Barleywine,2010,Appleton Brewing,0.0,NA,NA,United States
Dry Mead,2012,White Winter Winery,0.0,NA,NA,United States
Promethean Porter,2036,Bonfire Brewery,0.0,Porter,Irish Ale,United States
Fox Light,2045,Fratellos Restaurant and Brewery,0.0,American-Style Lager,North American Lager,United States
Chessie Cherry,2054,Flossmoor Station Brewery,0.0,Light American Wheat Ale or Lager,Other Style,United States
El Diablo Tripel,2058,Flossmoor Station Brewery,11.0,NA,NA,United States
Harry Baals Stout,2063,Mad Anthony Brewing,0.0,American-Style Stout,North American Ale,United States
Auburn,2067,Mad Anthony Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Lager,2068,Mad Anthony Brewing,0.0,American-Style Lager,North American Lager,United States
Ruby Red Lager,2110,Southend Brewery and Smokehouse - Charleston,0.0,American-Style Lager,North American Lager,United States
Imperial Pale Ale,2149,Route 66 Brewery,0.0,American-Style Pale Ale,North American Ale,United States
River City Red Ale,2150,Route 66 Brewery,0.0,American-Style Amber/Red Ale,North American Ale,United States
Hazelnut Brown,2161,Barley Island Brewing,0.0,NA,NA,United States
Pale Ale,2168,Barley's Brewing #1,0.0,American-Style Pale Ale,North American Ale,United States
Dark Belgian Wit,2179,Milwaukee Ale House,0.0,NA,NA,United States
Christmas Ale,2185,Hereford & Hops Steakhouse and Brewpub #3,0.0,NA,NA,United States
Olde St.Nick,2191,Brewmasters Restaurant and Brewery South,9.8999996185,NA,NA,United States
Cherry Ice,2192,Brewmasters Restaurant and Brewery South,0.0,Light American Wheat Ale or Lager,Other Style,United States
GÃ¼denkrisp KÃ¶lsch,2200,Mickey Finn's Brewery,0.0,NA,NA,United States
Immort Ale,2237,Dogfish Head Craft Brewery,11.0,NA,NA,United States
Blonde Ale,2257,Goose Island Beer Company - Clybourn,0.0,NA,NA,United States
Guinea Pig Amber Ale,2277,Copper Eagle Brewing,0.0,American-Style Amber/Red Ale,North American Ale,United States
Iditarod Imperial Stout,2299,Two Brothers Brewing,0.0,American-Style Stout,North American Ale,United States
English Mild,2303,Back Road Brewery,0.0,English-Style Pale Mild Ale,British Ale,United States
Belgian Trippel,2309,Rock Bottom Restaurant & Brewery - Milwaukee,0.0,NA,NA,United States
ESB,2310,Hereford & Hops Steakhouse and Brewpub #3,6.0,NA,NA,United States
Newmarket Pale Ale,2314,Illinois Brewing,0.0,American-Style Pale Ale,North American Ale,United States
Dam Straight Lager,2321,Dillon Dam Brewery,0.0,American-Style Lager,North American Lager,United States
Old Man Winter Warmer 2000,2340,Lake Superior Brewing,0.0,NA,NA,United States
Bottle Rocket IPA,2360,Portsmouth Brewery,6.5,American-Style India Pale Ale,North American Ale,United States
How Now,2364,Grumpy Troll Restaurant and Brewery,0.0,American-Style Brown Ale,North American Ale,United States
Winterhook Robust Winter Ale 2000,2375,Redhook Ale Brewery,0.0,NA,NA,United States
Hefeweissbier,2393,Rothaus Brauerei,0.0,South German-Style Hefeweizen,German Ale,United States
Where The Helles Albuquerque,2461,Dry Gulch Brewing,0.0,NA,NA,United States
Platte Valley Pale Ale,2487,Dixon's Downtown Grill,0.0,American-Style Pale Ale,North American Ale,United States
