duration,start_date,end_date,start_station_number,start_station,end_station_number,end_station,bike_number,member_type
896,2018-11-02 20:21:50,2018-11-02 20:36:47,31238,14th & G St NW,31603,1st & M St NE,W20955,Member
1212,2018-11-08 16:39:46,2018-11-08 16:59:58,31233,17th & K St NW / Farragut Square,31244,4th & E St SW,W20481,Member
214,2018-11-15 13:01:07,2018-11-15 13:04:42,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31606,Potomac & Pennsylvania Ave SE,W00789,Member
315,2018-11-18 15:56:38,2018-11-18 16:01:53,31229,New Hampshire Ave & T St NW,31200,Massachusetts Ave & Dupont Circle NW,W21745,Member
544,2018-11-20 09:52:05,2018-11-20 10:01:10,31636,New Jersey Ave & N St NW/Dunbar HS,31227,13th St & New York Ave NW,W20994,Member
269,2018-11-03 10:26:06,2018-11-03 10:30:36,31612,D St & Maryland Ave NE,31616,3rd & H St NE,W22992,Member
578,2018-11-18 12:42:56,2018-11-18 12:52:34,31298,15th & M St NW,31125,15th & W St NW,W23646,Member
219,2018-11-10 18:49:58,2018-11-10 18:53:37,31241,Thomas Circle,31267,17th St & Massachusetts Ave NW,W22553,Member
196,2018-11-05 07:43:19,2018-11-05 07:46:35,31116,California St & Florida Ave NW,31110,20th St & Florida Ave NW,W00860,Member
1230,2018-11-04 15:56:41,2018-11-04 16:17:12,31292,22nd St & Constitution Ave NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W22401,Casual
584,2018-11-05 18:14:40,2018-11-05 18:24:25,31267,17th St & Massachusetts Ave NW,31101,14th & V St NW,W21605,Member
801,2018-11-07 18:31:34,2018-11-07 18:44:56,31624,North Capitol St & F St NW,31280,11th & S St NW,W00720,Member
240,2018-11-30 17:22:15,2018-11-30 17:26:15,31291,Vermont Ave & I St NW,31241,Thomas Circle,W20639,Member
267,2018-11-28 15:16:37,2018-11-28 15:21:04,31612,D St & Maryland Ave NE,31623,Columbus Circle / Union Station,W01138,Member
1805,2018-11-05 19:44:45,2018-11-05 20:14:50,31271,Constitution Ave & 2nd St NW/DOL,31204,20th & E St NW,W23128,Member
932,2018-11-05 18:33:34,2018-11-05 18:49:07,31225,C & O Canal & Wisconsin Ave NW,31201,15th & P St NW,W21391,Member
797,2018-11-19 08:09:35,2018-11-19 08:22:53,31120,10th & Florida Ave NW,31255,24th & N St NW,W22828,Member
591,2018-11-02 18:08:00,2018-11-02 18:17:52,31507,1st & Washington Hospital Center NW,31519,1st & O St NW,W22388,Member
715,2018-11-30 17:14:58,2018-11-30 17:26:53,31267,17th St & Massachusetts Ave NW,31109,7th & T St NW,W23737,Member
176,2018-11-01 08:08:14,2018-11-01 08:11:10,31277,17th & G St NW,31238,14th & G St NW,W23676,Member
713,2018-12-03 10:42:17,2018-12-03 10:54:11,31650,1st & M St SE,31624,North Capitol St & F St NW,W23612,Member
170,2018-11-24 23:11:20,2018-11-24 23:14:11,31281,8th & O St NW,31245,7th & R St NW / Shaw Library,W23131,Member
623,2018-11-06 17:26:55,2018-11-06 17:37:18,31205,21st & I St NW,31110,20th St & Florida Ave NW,W23374,Member
513,2018-11-01 17:20:22,2018-11-01 17:28:56,31603,1st & M St NE,31271,Constitution Ave & 2nd St NW/DOL,W21842,Member
2930,2018-11-07 15:37:47,2018-11-07 16:26:38,31062,Roosevelt Island,31062,Roosevelt Island,W20691,Member
863,2018-11-02 16:41:06,2018-11-02 16:55:29,31266,11th & M St NW,31627,3rd & M St NE,W23538,Member
881,2018-11-17 16:14:12,2018-11-17 16:28:54,31265,5th St & Massachusetts Ave NW,31101,14th & V St NW,W20184,Member
332,2018-11-25 15:57:26,2018-11-25 16:02:58,31506,1st & Rhode Island Ave NW,31109,7th & T St NW,W00364,Member
497,2018-11-20 08:28:08,2018-11-20 08:36:26,31623,Columbus Circle / Union Station,31264,6th St & Indiana Ave NW,W00161,Member
409,2018-11-14 20:34:58,2018-11-14 20:41:48,31205,21st & I St NW,31213,17th & K St NW,W00583,Member
478,2018-11-25 19:56:19,2018-11-25 20:04:17,31628,1st & K St SE,31618,4th & East Capitol St NE,W21711,Member
1173,2018-11-30 10:40:24,2018-11-30 10:59:58,32000,Norfolk Ave & Fairmont St,32000,Norfolk Ave & Fairmont St,W01088,Member
1317,2018-11-19 18:27:05,2018-11-19 18:49:02,31218,L'Enfant Plaza / 7th & C St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23855,Member
599,2018-11-07 06:45:26,2018-11-07 06:55:26,31214,17th & Corcoran St NW,31227,13th St & New York Ave NW,W22452,Member
1243,2018-11-15 17:21:49,2018-11-15 17:42:33,31127,22nd & H St NW,31122,16th & Irving St NW,W00029,Member
1007,2018-11-27 07:41:37,2018-11-27 07:58:24,31917,N Lynn St & Fairfax Dr,31216,14th St & New York Ave NW,W23806,Member
258,2018-11-07 21:55:51,2018-11-07 22:00:10,31051,Arlington Blvd & N Queen St,31017,Wilson Blvd & N Uhle St,W21983,Member
9681,2018-11-30 14:19:46,2018-11-30 17:01:08,31321,15th St & Constitution Ave NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23213,Casual
983,2018-12-01 15:59:02,2018-12-01 16:15:26,31225,C & O Canal & Wisconsin Ave NW,31254,15th & K St NW,W21520,Member
275,2018-11-11 18:00:08,2018-11-11 18:04:43,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W20123,Member
661,2018-11-30 16:32:23,2018-11-30 16:43:24,31263,10th & K St NW,31205,21st & I St NW,W23907,Member
315,2018-11-19 17:56:43,2018-11-19 18:01:58,31296,Columbia & Ontario Rd NW,31267,17th St & Massachusetts Ave NW,W23707,Member
1745,2018-11-04 18:51:30,2018-11-04 19:20:35,31263,10th & K St NW,31278,18th & R St NW,W22842,Member
5153,2018-11-25 14:23:15,2018-11-25 15:49:08,31321,15th St & Constitution Ave NW,31633,Independence Ave & L'Enfant Plaza SW/DOE,W23927,Casual
1506,2018-11-25 16:36:51,2018-11-25 17:01:58,31524,Montello Ave & Holbrook Terr NE,31266,11th & M St NW,W22511,Member
1457,2018-11-20 15:09:18,2018-11-20 15:33:36,31293,31st & Water St NW,31506,1st & Rhode Island Ave NW,51020,Member
1871,2018-11-03 14:43:23,2018-11-03 15:14:34,31600,5th & K St NW,31112,Harvard St & Adams Mill Rd NW,W23196,Member
993,2018-11-18 11:17:40,2018-11-18 11:34:14,31230,Metro Center / 12th & G St NW,31506,1st & Rhode Island Ave NW,W23919,Member
803,2018-11-03 15:29:11,2018-11-03 15:42:34,31916,Potomac & Swann Ave,31915,Powhatan St & Bashford Ln,W23790,Member
275,2018-11-16 11:30:01,2018-11-16 11:34:37,31275,New Hampshire Ave & 24th St NW,31293,31st & Water St NW,65009,Member
133,2018-11-01 07:32:43,2018-11-01 07:34:56,31232,8th & F St NW / National Portrait Gallery,31270,8th & D St NW,W20899,Member
632,2018-11-13 07:15:51,2018-11-13 07:26:24,31121,Calvert St & Woodley Pl NW,31107,Lamont & Mt Pleasant NW,W20546,Member
344,2018-11-21 19:39:55,2018-11-21 19:45:39,31022,Clarendon Metro / Wilson Blvd & N Highland St,31089,Court House Metro / 15th & N Uhle St ,W22869,Member
1740,2018-11-04 17:06:23,2018-11-04 17:35:24,31249,Jefferson Memorial,31321,15th St & Constitution Ave NW,W22667,Casual
712,2018-11-01 15:17:26,2018-11-01 15:29:18,31507,1st & Washington Hospital Center NW,31600,5th & K St NW,W23670,Member
838,2018-11-07 12:58:53,2018-11-07 13:12:51,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31288,4th St & Madison Dr NW,W22731,Member
688,2018-11-14 15:41:31,2018-11-14 15:52:59,31603,1st & M St NE,31512,Neal St & Trinidad Ave NE,W22184,Member
777,2018-11-07 07:21:31,2018-11-07 07:34:28,31123,14th & Girard St NW,31212,21st & M St NW,W22537,Member
1056,2018-11-13 22:59:55,2018-11-13 23:17:32,31203,14th & Rhode Island Ave NW,31627,3rd & M St NE,W20694,Member
928,2018-11-22 22:01:44,2018-11-22 22:17:12,31261,21st St & Constitution Ave NW,31230,Metro Center / 12th & G St NW,W23300,Casual
255,2018-11-09 09:18:34,2018-11-09 09:22:49,31270,8th & D St NW,31271,Constitution Ave & 2nd St NW/DOL,W20334,Member
247,2018-11-03 13:54:03,2018-11-03 13:58:11,31124,14th & Irving St NW,31101,14th & V St NW,W23058,Member
117,2018-11-10 13:54:03,2018-11-10 13:56:00,31615,6th & H St NE,31645,6th & K St NE,W23730,Member
616,2018-11-26 07:26:03,2018-11-26 07:36:19,31048,King St Metro South,31041,Prince St & Union St,W20382,Member
342,2018-11-20 07:00:50,2018-11-20 07:06:32,31619,Lincoln Park / 13th & East Capitol St NE ,31605,3rd & D St SE,W20893,Member
454,2018-11-05 17:31:46,2018-11-05 17:39:21,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00963,Member
311,2018-11-30 18:45:32,2018-11-30 18:50:44,31003,Crystal Dr & 15th St S,31003,Crystal Dr & 15th St S,W22965,Member
1683,2018-11-04 12:59:01,2018-11-04 13:27:04,31065,N Pershing Dr & Wayne St,31314,34th & Water St NW,W23575,Member
709,2018-11-21 15:12:25,2018-11-21 15:24:15,31291,Vermont Ave & I St NW,31278,18th & R St NW,W21446,Member
355,2018-11-08 18:36:35,2018-11-08 18:42:30,31267,17th St & Massachusetts Ave NW,31286,11th & O St NW,W22646,Member
868,2018-11-02 10:52:01,2018-11-02 11:06:29,31128,23rd & M St NW,31101,14th & V St NW,W20913,Member
422,2018-12-03 17:22:53,2018-12-03 17:29:55,31003,Crystal Dr & 15th St S,31004,Aurora Hills Community Ctr/18th & Hayes St,W23251,Member
650,2018-11-29 12:43:30,2018-11-29 12:54:20,31222,New York Ave & 15th St NW,31229,New Hampshire Ave & T St NW,W20257,Member
404,2018-11-30 07:42:25,2018-11-30 07:49:09,31213,17th & K St NW,31204,20th & E St NW,W20094,Member
204,2018-11-05 19:40:15,2018-11-05 19:43:39,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W23692,Member
368,2018-11-09 05:49:02,2018-11-09 05:55:10,31109,7th & T St NW,31201,15th & P St NW,W20266,Member
507,2018-11-21 16:37:23,2018-11-21 16:45:50,31291,Vermont Ave & I St NW,31282,16th & R St NW,W23661,Member
901,2018-11-02 16:37:38,2018-11-02 16:52:39,31293,31st & Water St NW,31263,10th & K St NW,W21642,Member
372,2018-11-16 06:50:59,2018-11-16 06:57:12,31103,16th & Harvard St NW,31116,California St & Florida Ave NW,W00792,Casual
989,2018-11-16 16:49:40,2018-11-16 17:06:10,31233,17th & K St NW / Farragut Square,31625,3rd & G St SE,W23768,Member
1561,2018-11-07 11:41:43,2018-11-07 12:07:44,31512,Neal St & Trinidad Ave NE,31100,19th St & Pennsylvania Ave NW,W21649,Member
261,2018-11-16 14:23:44,2018-11-16 14:28:05,31611,13th & H St NE,31512,Neal St & Trinidad Ave NE,W22895,Member
406,2018-11-28 18:08:12,2018-11-28 18:14:58,32079,Executive Blvd & E Jefferson St,32075,White Flint Metro,W22861,Member
219,2018-11-13 15:39:53,2018-11-13 15:43:32,31605,3rd & D St SE,31610,Eastern Market / 7th & North Carolina Ave SE,W01355,Member
690,2018-11-11 13:18:44,2018-11-11 13:30:15,31121,Calvert St & Woodley Pl NW,31300,Van Ness Metro / UDC,W23639,Member
763,2018-11-12 17:04:28,2018-11-12 17:17:12,31600,5th & K St NW,31128,23rd & M St NW,W23727,Member
250,2018-11-25 16:34:02,2018-11-25 16:38:13,31607,13th & E St SE,31608,8th & Eye St SE / Barracks Row,W23915,Member
472,2018-11-05 19:20:14,2018-11-05 19:28:07,31266,11th & M St NW,31234,20th & O St NW / Dupont South,W23493,Member
1055,2018-11-03 12:54:05,2018-11-03 13:11:41,31610,Eastern Market / 7th & North Carolina Ave SE,31272,Washington & Independence Ave SW/HHS,W22646,Member
836,2018-11-05 19:34:48,2018-11-05 19:48:44,31636,New Jersey Ave & N St NW/Dunbar HS,31282,16th & R St NW,W23626,Member
199,2018-11-11 01:03:52,2018-11-11 01:07:12,31121,Calvert St & Woodley Pl NW,31113,Columbia Rd & Belmont St NW,W22782,Member
317,2018-11-14 17:41:52,2018-11-14 17:47:09,31252,21st St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00844,Member
360,2018-11-07 21:31:09,2018-11-07 21:37:10,31104,Adams Mill & Columbia Rd NW,31229,New Hampshire Ave & T St NW,W22499,Member
641,2018-11-19 17:17:06,2018-11-19 17:27:47,31712,Oklahoma Ave & D St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W00012,Member
562,2018-11-01 07:45:42,2018-11-01 07:55:04,31641,2nd St & Massachusetts Ave NE,31232,8th & F St NW / National Portrait Gallery,W23698,Member
331,2018-11-28 06:20:16,2018-11-28 06:25:48,31116,California St & Florida Ave NW,31213,17th & K St NW,W23885,Member
1008,2018-11-25 14:50:13,2018-11-25 15:07:01,31293,31st & Water St NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W22139,Member
270,2018-11-07 07:09:57,2018-11-07 07:14:27,31640,Maryland Ave & E St NE,31623,Columbus Circle / Union Station,W20018,Member
159,2018-11-08 09:44:39,2018-11-08 09:47:19,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W23515,Member
1214,2018-11-11 17:38:25,2018-11-11 17:58:39,31200,Massachusetts Ave & Dupont Circle NW,31230,Metro Center / 12th & G St NW,E00108,Member
144,2018-11-09 12:14:40,2018-11-09 12:17:04,31008,12th & Army Navy Dr,31005,Pentagon City Metro / 12th & S Hayes St,W01114,Member
553,2018-11-01 14:11:25,2018-11-01 14:20:39,31227,13th St & New York Ave NW,31600,5th & K St NW,W01352,Member
685,2018-11-30 18:07:40,2018-11-30 18:19:06,31277,17th & G St NW,31229,New Hampshire Ave & T St NW,W00941,Member
482,2018-11-01 09:02:53,2018-11-01 09:10:55,31103,16th & Harvard St NW,31299,Connecticut Ave & R St NW,W20924,Member
1038,2018-11-05 17:38:13,2018-11-05 17:55:31,31642,New Jersey Ave & L St NW,31205,21st & I St NW,W01034,Member
499,2018-11-26 18:57:51,2018-11-26 19:06:10,31019,Wilson Blvd & N Edgewood St,31016,Clarendon Blvd & Pierce St,W21516,Member
119,2018-11-15 22:47:55,2018-11-15 22:49:54,31018,N Rhodes & 16th St N,31051,Arlington Blvd & N Queen St,W23106,Member
1505,2018-12-02 19:13:14,2018-12-02 19:38:19,31031,15th & N Scott St,31288,4th St & Madison Dr NW,W23708,Member
470,2018-11-19 18:18:45,2018-11-19 18:26:35,31232,8th & F St NW / National Portrait Gallery,31600,5th & K St NW,W20409,Member
310,2018-11-29 15:24:22,2018-11-29 15:29:32,31221,18th & M St NW,31246,M St & Pennsylvania Ave NW,W22554,Member
3403,2018-11-10 12:56:39,2018-11-10 13:53:23,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31247,Jefferson Dr & 14th St SW,W23151,Casual
329,2018-11-29 18:32:44,2018-11-29 18:38:13,31022,Clarendon Metro / Wilson Blvd & N Highland St,31065,N Pershing Dr & Wayne St,W23103,Member
642,2018-11-16 22:13:06,2018-11-16 22:23:48,31603,1st & M St NE,31518,New York Ave & Hecht Ave NE,W21043,Member
960,2018-11-01 23:13:06,2018-11-01 23:29:07,31209,1st & N St  SE,31603,1st & M St NE,W01335,Member
420,2018-11-21 15:59:49,2018-11-21 16:06:49,31615,6th & H St NE,31618,4th & East Capitol St NE,W21437,Member
778,2018-11-29 15:33:44,2018-11-29 15:46:43,31233,17th & K St NW / Farragut Square,31600,5th & K St NW,W20858,Member
602,2018-11-09 17:59:26,2018-11-09 18:09:29,31243,4th & C St SW,31623,Columbus Circle / Union Station,W23540,Member
585,2018-11-18 08:59:50,2018-11-18 09:09:36,31111,10th & U St NW,31229,New Hampshire Ave & T St NW,E00146,Member
524,2018-11-08 10:42:09,2018-11-08 10:50:53,31505,Eckington Pl & Q St NE,31641,2nd St & Massachusetts Ave NE,W20455,Member
671,2018-11-04 14:19:56,2018-11-04 14:31:07,31201,15th & P St NW,31246,M St & Pennsylvania Ave NW,W23764,Member
1157,2018-11-01 07:49:18,2018-11-01 08:08:35,31602,Park Rd & Holmead Pl NW,31291,Vermont Ave & I St NW,W22375,Member
746,2018-11-01 16:13:50,2018-11-01 16:26:17,31112,Harvard St & Adams Mill Rd NW,31104,Adams Mill & Columbia Rd NW,W22369,Member
576,2018-11-17 13:23:49,2018-11-17 13:33:26,31300,Van Ness Metro / UDC,31121,Calvert St & Woodley Pl NW,W21098,Member
1268,2018-11-30 17:18:49,2018-11-30 17:39:58,31259,20th St & Virginia Ave NW,31627,3rd & M St NE,W23767,Member
527,2018-11-18 17:30:31,2018-11-18 17:39:19,31286,11th & O St NW,31228,8th & H St NW,W21947,Member
852,2018-11-10 11:34:06,2018-11-10 11:48:19,31070,Arlington Blvd & Fillmore St,31076,Shirlington Transit Center / S Quincy & Randolph St,E00126,Member
176,2018-11-06 15:20:43,2018-11-06 15:23:39,31263,10th & K St NW,31223,Convention Center / 7th & M St NW,W00194,Member
1400,2018-11-10 15:21:43,2018-11-10 15:45:03,31288,4th St & Madison Dr NW,31290,17th St & Independence Ave SW,W20138,Casual
13033,2018-11-02 13:37:32,2018-11-02 17:14:46,31262,11th & F St NW,31262,11th & F St NW,W00544,Casual
337,2018-11-01 21:50:36,2018-11-01 21:56:14,31087,Monroe Ave & Leslie Ave,31086,Mount Vernon Ave & E Del Ray Ave,E00118,Member
1376,2018-11-04 15:08:25,2018-11-04 15:31:22,31218,L'Enfant Plaza / 7th & C St SW,31238,14th & G St NW,W23319,Member
990,2018-11-08 17:54:22,2018-11-08 18:10:53,31022,Clarendon Metro / Wilson Blvd & N Highland St,31067,Columbia Pike & S Walter Reed Dr,W00099,Member
640,2018-11-28 17:56:22,2018-11-28 18:07:02,31129,15th St & Pennsylvania Ave NW/Pershing Park,31201,15th & P St NW,W21081,Member
226,2018-11-01 07:52:07,2018-11-01 07:55:53,31631,8th & F St NE,31623,Columbus Circle / Union Station,W20212,Member
423,2018-11-08 18:45:25,2018-11-08 18:52:29,31234,20th & O St NW / Dupont South,31110,20th St & Florida Ave NW,W23119,Member
808,2018-11-13 17:48:41,2018-11-13 18:02:09,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W00187,Member
1492,2018-11-02 19:12:10,2018-11-02 19:37:03,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31077,Iwo Jima Memorial/N Meade & 14th St N,W01315,Casual
1120,2018-11-07 09:41:16,2018-11-07 09:59:56,31294,7th & E St SW,31603,1st & M St NE,W23382,Member
259,2018-11-02 13:22:10,2018-11-02 13:26:30,31038,Glebe Rd & 11th St N,31037,Ballston Metro / N Stuart & 9th St N,W23655,Member
152,2018-11-16 19:19:47,2018-11-16 19:22:19,31229,New Hampshire Ave & T St NW,31214,17th & Corcoran St NW,W21546,Member
407,2018-11-02 11:37:36,2018-11-02 11:44:24,31254,15th & K St NW,31239,Rhode Island & Connecticut Ave NW,W20329,Member
192,2018-11-28 17:14:25,2018-11-28 17:17:38,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W01196,Member
1712,2018-11-17 09:38:33,2018-11-17 10:07:05,31229,New Hampshire Ave & T St NW,31417,Kansas Ave & Sherman Cr NW,W22689,Member
405,2018-11-27 17:37:25,2018-11-27 17:44:11,31011,Crystal Dr & 23rd St S,31005,Pentagon City Metro / 12th & S Hayes St,W23204,Member
593,2018-11-07 07:05:12,2018-11-07 07:15:05,31623,Columbus Circle / Union Station,31217,USDA / 12th & C St SW,W01465,Member
404,2018-12-03 14:32:16,2018-12-03 14:39:01,31215,Georgetown Harbor / 30th St NW,31225,C & O Canal & Wisconsin Ave NW,W22209,Member
680,2018-11-04 13:24:17,2018-11-04 13:35:37,31297,Virginia Ave & 25th St NW,31225,C & O Canal & Wisconsin Ave NW,W21287,Member
361,2018-11-11 15:53:51,2018-11-11 15:59:52,31243,4th & C St SW,31609,Maine Ave & 7th St SW,W22604,Casual
1196,2018-11-21 07:48:48,2018-11-21 08:08:44,31651,11th & Park Rd NW,31277,17th & G St NW,W23531,Member
189,2018-11-29 08:25:55,2018-11-29 08:29:04,31036,George Mason Dr & Wilson Blvd,31038,Glebe Rd & 11th St N,W00088,Member
1228,2018-11-19 08:04:39,2018-11-19 08:25:08,31417,Kansas Ave & Sherman Cr NW,31263,10th & K St NW,W01274,Member
722,2018-11-19 06:13:32,2018-11-19 06:25:35,31265,5th St & Massachusetts Ave NW,31100,19th St & Pennsylvania Ave NW,W23438,Member
469,2018-11-26 07:59:20,2018-11-26 08:07:09,31281,8th & O St NW,31298,15th & M St NW,W23764,Member
282,2018-11-10 12:29:23,2018-11-10 12:34:06,31651,11th & Park Rd NW,31401,14th St & Spring Rd NW,W22565,Member
358,2018-11-12 11:00:09,2018-11-12 11:06:08,31623,Columbus Circle / Union Station,31647,7th St & Massachusetts Ave NE,W22098,Member
477,2018-11-08 13:16:40,2018-11-08 13:24:38,31603,1st & M St NE,31500,4th & W St NE,W23714,Member
382,2018-11-29 15:52:33,2018-11-29 15:58:56,31603,1st & M St NE,31265,5th St & Massachusetts Ave NW,W21812,Member
396,2018-11-14 19:50:18,2018-11-14 19:56:54,31625,3rd & G St SE,31610,Eastern Market / 7th & North Carolina Ave SE,W01000,Member
929,2018-11-01 08:13:58,2018-11-01 08:29:27,31522,2nd St & Seaton Pl NE,31232,8th & F St NW / National Portrait Gallery,W22784,Member
330,2018-11-24 08:50:19,2018-11-24 08:55:50,31266,11th & M St NW,31232,8th & F St NW / National Portrait Gallery,W20085,Member
1075,2018-11-01 16:42:13,2018-11-01 17:00:08,31226,34th St & Wisconsin Ave NW,31267,17th St & Massachusetts Ave NW,W23610,Member
987,2018-11-07 17:46:17,2018-11-07 18:02:44,31215,Georgetown Harbor / 30th St NW,31646,Maine Ave & 9th St SW,W21654,Member
935,2018-11-28 11:15:34,2018-11-28 11:31:10,31270,8th & D St NW,31275,New Hampshire Ave & 24th St NW,W21254,Member
927,2018-12-04 08:04:10,2018-12-04 08:19:38,31650,1st & M St SE,31217,USDA / 12th & C St SW,W23535,Member
865,2018-11-11 10:23:15,2018-11-11 10:37:40,31627,3rd & M St NE,31520,24th & R St NE / National Arboretum,W21926,Member
1342,2018-11-26 09:00:53,2018-11-26 09:23:15,31103,16th & Harvard St NW,31253,19th & K St NW,W22455,Member
614,2018-11-04 11:30:48,2018-11-04 11:41:03,31097,Saint Asaph & Madison St,31098,King St Metro North / Cameron St,W21513,Casual
302,2018-11-26 18:02:06,2018-11-26 18:07:09,31608,8th & Eye St SE / Barracks Row,31650,1st & M St SE,W21143,Member
931,2018-11-01 17:36:54,2018-11-01 17:52:25,31284,18th & C St NW,31290,17th St & Independence Ave SW,W23693,Member
426,2018-11-08 17:15:51,2018-11-08 17:22:58,31601,19th & East Capitol St SE,31632,15th & F St NE,W23617,Member
627,2018-11-04 21:20:32,2018-11-04 21:31:00,31203,14th & Rhode Island Ave NW,31297,Virginia Ave & 25th St NW,W20718,Member
179,2018-11-13 18:44:09,2018-11-13 18:47:09,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W20356,Member
365,2018-12-01 13:41:28,2018-12-01 13:47:33,31400,Georgia & New Hampshire Ave NW,31401,14th St & Spring Rd NW,W01128,Member
146,2018-11-12 17:27:30,2018-11-12 17:29:57,31208,M St & New Jersey Ave SE,31628,1st & K St SE,W21546,Member
2023,2018-11-11 14:51:14,2018-11-11 15:24:57,31633,Independence Ave & L'Enfant Plaza SW/DOE,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W20522,Member
427,2018-11-15 23:12:53,2018-11-15 23:20:00,31241,Thomas Circle,31214,17th & Corcoran St NW,W00697,Member
230,2018-11-25 10:47:03,2018-11-25 10:50:54,31113,Columbia Rd & Belmont St NW,31299,Connecticut Ave & R St NW,W23518,Member
1315,2018-11-03 08:38:00,2018-11-03 08:59:56,31651,11th & Park Rd NW,31233,17th & K St NW / Farragut Square,W20333,Casual
3887,2018-11-18 17:01:35,2018-11-18 18:06:22,31258,Lincoln Memorial,31290,17th St & Independence Ave SW,W21942,Casual
1034,2018-11-02 08:01:21,2018-11-02 08:18:36,31257,22nd & I St NW / Foggy Bottom,31107,Lamont & Mt Pleasant NW,W00749,Member
530,2018-11-07 08:47:26,2018-11-07 08:56:17,31029,N Veitch  & 20th St N,31016,Clarendon Blvd & Pierce St,W20459,Member
1834,2018-11-09 19:26:51,2018-11-09 19:57:25,31013,Eads & 22nd St S,31048,King St Metro South,W00118,Member
348,2018-11-05 16:16:42,2018-11-05 16:22:30,31271,Constitution Ave & 2nd St NW/DOL,31270,8th & D St NW,W20700,Member
568,2018-11-02 17:49:47,2018-11-02 17:59:16,31260,23rd & E St NW ,31291,Vermont Ave & I St NW,W20312,Member
193,2018-11-29 16:59:43,2018-11-29 17:02:56,31619,Lincoln Park / 13th & East Capitol St NE ,31622,13th & D St NE,E00143,Member
695,2018-11-05 13:54:36,2018-11-05 14:06:12,31296,Columbia & Ontario Rd NW,31221,18th & M St NW,W23560,Member
279,2018-12-02 09:42:29,2018-12-02 09:47:09,31114,18th St & Wyoming Ave NW,31117,15th & Euclid St  NW,W01236,Member
1124,2018-11-26 15:45:03,2018-11-26 16:03:47,31272,Washington & Independence Ave SW/HHS,31321,15th St & Constitution Ave NW,W22915,Casual
872,2018-11-14 14:33:17,2018-11-14 14:47:50,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31231,14th & D St NW / Ronald Reagan Building,W23585,Casual
791,2018-11-16 08:20:56,2018-11-16 08:34:08,31125,15th & W St NW,31100,19th St & Pennsylvania Ave NW,W20075,Member
313,2018-11-17 10:07:43,2018-11-17 10:12:57,31212,21st & M St NW,31246,M St & Pennsylvania Ave NW,W23743,Member
427,2018-11-18 09:56:20,2018-11-18 10:03:28,31619,Lincoln Park / 13th & East Capitol St NE ,31625,3rd & G St SE,W20210,Member
1659,2018-11-25 22:44:04,2018-11-25 23:11:44,31228,8th & H St NW,31101,14th & V St NW,W00117,Casual
422,2018-11-20 08:54:47,2018-11-20 09:01:49,31600,5th & K St NW,31230,Metro Center / 12th & G St NW,W00593,Member
10303,2018-11-11 12:36:27,2018-11-11 15:28:10,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31261,21st St & Constitution Ave NW,W01395,Casual
453,2018-11-13 14:27:29,2018-11-13 14:35:03,31277,17th & G St NW,31241,Thomas Circle,W23596,Member
526,2018-11-06 15:44:25,2018-11-06 15:53:12,31241,Thomas Circle,31637,North Capitol St & G Pl NE,W01496,Member
442,2018-11-20 16:22:27,2018-11-20 16:29:50,31219,10th St & Constitution Ave NW,31243,4th & C St SW,W21839,Member
77,2018-11-04 08:55:53,2018-11-04 08:57:11,31203,14th & Rhode Island Ave NW,31241,Thomas Circle,W21094,Member
781,2018-11-06 19:55:19,2018-11-06 20:08:20,31274,10th & G St NW,31647,7th St & Massachusetts Ave NE,W23710,Member
342,2018-12-02 11:34:01,2018-12-02 11:39:43,31110,20th St & Florida Ave NW,31125,15th & W St NW,W23795,Member
689,2018-11-26 18:35:20,2018-11-26 18:46:49,31110,20th St & Florida Ave NW,31213,17th & K St NW,W23585,Member
238,2018-11-02 15:07:45,2018-11-02 15:11:44,31627,3rd & M St NE,31645,6th & K St NE,W01329,Member
1045,2018-11-15 07:53:56,2018-11-15 08:11:21,31614,11th & H St NE,31243,4th & C St SW,W00839,Member
355,2018-11-14 09:22:44,2018-11-14 09:28:40,31242,18th St & Pennsylvania Ave NW,31232,8th & F St NW / National Portrait Gallery,W23368,Member
